,ISBN,Title,Author,Publishing Date,Category,Description
284,0061122416,The Alchemist,Paulo Coelho,2006-04-25,Fiction,"""My heart is afraid that it will have to suffer,"" the boy told the alchemist one night as they looked up at the moonless sky."" Tell your heart that the fear of suffering is worse than the suffering itself. And that no heart has ever suffered when it goes in search of its dreams."" Every few decades a book is published that changes the lives of its readers forever. The Alchemist is such a book. With over a million and a half copies sold around the world, The Alchemist has already established itself as a modern classic, universally admired. Paulo Coelho's charming fable, now available in English for the first time, will enchant and inspire an even wider audience of readers for generations to come. The Alchemist is the magical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure as extravagant as any ever found. From his home in Spain he journeys to the markets of Tangiers and across the Egyptian desert to a fateful encounter with the alchemist. The story of the treasures Santiago finds along the way teaches us, as only a few stories have done, about the essential wisdom of listening to our hearts, learning to read the omens strewn along life's path, and, above all, following our dreams."
285,142150460X,"Fullmetal Alchemist, Vol. 9",Hiromu Arakawa,2006-09-19,Comics & Graphic Novels,"In an alchemical ritual gone wrong, Edward Elric lost his arm and his leg, and his brother Alphonse became nothing but a soul in a suit of armor. Equipped with mechanical ""auto-mail"" limbs, Edward becomes a state alchemist, seeking the one thing that can restore his brother and himself...the legendary Philosopher's Stone."
286,1591169259,Fullmetal Alchemist,Hiromu Arakawa,2005-09-13,Comics & Graphic Novels,"Accompanied by their bodyguard, Alex Louis Armstrong, our heroes seek out their closest childhood friend, Winry Rockbell, to fix their battered ""auto-mail"" bodyparts. Soon their quest for the Philosopher's Stone takes them to the great central library, where the Stone's formula may be hidden...if the mysterious figure named Lust doesn't get there first! But the secret of the Philosopher's Stone may be even more frightening than the beings who guard it..."
287,1421504596,,,,,
288,1591169208,,,,,
289,1591169291,,,,,
290,006019250X,,,,,
291,1591169232,,,,,
292,0812974611,,,,,
293,158715739X,,,,,
294,0142000671,Of Mice and Men,John Steinbeck,2002-01-08,Fiction,"A controversial tale of friendship and tragedy during the Great Depression, in a deluxe centennial edition Over seventy-five years since its first publication, Steinbeck’s tale of commitment, loneliness, hope, and loss remains one of America’s most widely read and taught novels. An unlikely pair, George and Lennie, two migrant workers in California during the Great Depression, grasp for their American Dream. They hustle work when they can, living a hand-to-mouth existence. For George and Lennie have a plan: to own an acre of land and a shack they can call their own. When they land jobs on a ranch in the Salinas Valley, the fulfillment of their dream seems to be within their grasp. But even George cannot guard Lennie from the provocations, nor predict the consequences of Lennie's unswerving obedience to the things George taught him. Of Mice and Men represents an experiment in form, which Steinbeck described as “a kind of playable novel, written in a novel form but so scened and set that it can be played as it stands.” A rarity in American letters, it achieved remarkable success as a novel, a Broadway play, and three acclaimed films. This Centennial edition, specially designed to commemorate one hundred years of Steinbeck, features french flaps and deckle-edged pages. For more than sixty-five years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,500 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
295,0060554738,The Game,Neil Strauss,2005-09-06,Biography & Autobiography,"Hidden somewhere, in nearly every major city in the world, is an underground seduction lair. And in these lairs, men trade the most devastatingly effective techniques ever invented to charm women. This is not fiction. These men really exist. They live together in houses known as Projects. And Neil Strauss, the bestselling author, spent two years living among them, using the pseudonym Style to protect his real-life identity. The result is one of the most explosive and controversial books of the year -- guaranteed to change the lives of men and transform the way women understand the opposite sex forever. On his journey from AFC (average frustrated chump) to PUA (pick-up artist) to PUG (pick-up guru), Strauss not only shares scores of original seduction techniques but also has unforgettable encounters with the likes of Tom Cruise, Britney Spears, Paris Hilton, Heidi Fleiss, and Courtney Love. And then things really start to get strange -- and passions lead to betrayals lead to violence. The Game is the story of one man's transformation from frog to prince -- to prisoner in the most unforgettable book of the year."
296,014240120X,The Westing Game (Puffin Modern Classics),Ellen Raskin,2004-04-12,Juvenile Fiction,"A Newbery Medal Winner ""A supersharp mystery...confoundingly clever, and very funny."" —Booklist, starred review A bizarre chain of events begins when sixteen unlikely people gather for the reading of Samuel W. Westing’s will. And though no one knows why the eccentric, game-loving millionaire has chosen a virtual stranger—and a possible murderer—to inherit his vast fortune, on things for sure: Sam Westing may be dead…but that won’t stop him from playing one last game! Winner of the Newbery Medal Winner of the Boston Globe/Horn Book Award An ALA Notable Book ""Great fun for those who enjoy illusion, word play, or sleight of hand."" —The New York Times Book Review ""A fascinating medley of word games, disguises, multiple aliases, and subterfuges—a demanding but rewarding book."" —The Horn Book"
297,0808553038,,,,,
298,1400096898,,,,,
299,0739326228,,,,,
300,0099498189,,,,,
301,1557046832,Memoirs of a Geisha,Peggy Mulloy,2005-10-20,Performing Arts,"A stunning visual companion to the highly anticipated new film from director Rob Marshall (Chicago), based on the international bestseller by Arthur Golden—a major holiday release from Columbia Pictures. Featuring over 150 full-color photographs and drawings, this lavishly illustrated book captures the artistry and romance behind the exquisite new film from Rob Marshall, the director of the Oscar®-winning film Chicago, starring Ziyi Zhang (House of Flying Daggers) and Ken Watanabe (The Last Samurai). Directed by Academy Award®-nominee Rob Marshall (Chicago) and produced by Lucy Fisher, Douglas Wick, and Steven Spielberg, from a screenplay by Robin Swicord and Doug Wright, Memoirs of a Geisha features an all-star Asian cast including Michelle Yeoh (Crouching Tiger, Hidden Dragon), Koji Yakusho (Shall We Dance?), Youki Kudoh (Snow Falling on Cedars), and Gong Li (Raise the Red Lantern). Based on the internationally acclaimed novel by Arthur Golden, Memoirs of a Geisha is a sweeping romantic epic set in the mysterious and exotic world that still casts a potent spell today. The story begins in the years before WWII when a penniless Japanese child is torn from her family to work as a servant in a geisha house. Despite a treacherous rival who nearly breaks her spirit, the girl blossoms into the legendary geisha Sayuri (Ziyi Zhang). Beautiful and accomplished, Sayuri captivates the most powerful men of her day, but is haunted by her secret love for the one man who is out of her reach (Ken Watanabe). The Newmarket Pictorial Moviebook explores the intricate process of re-creating the period and world of the geisha. Special sections showcase production design, makeup, choreography, and costumes, featuring kimonos created especially for the movie by five-time Oscar®-nominated costume designer Colleen Atwood. Sidebars throughout also provide fascinating historical background on the geisha culture."
