,bookid,title,authors,average_rating,isbn,isbn13,language_code,publication_date,publisher,title2,author2,genre,multiple_authors,n_authors,authors_list,main_author,max_pages,total_reviews,avg_numpages_author,n_pages_vs_avg_auth,avg_numpages_publisher,n_pages_vs_avg_pub,rating_vs_avg_auth,avg_rating_publisher,rating_vs_avg_pub,rating_vs_mode,pub_month,pub_year,pub_month_text,season,season_num,language_code_ENgroup,ratings_count_category,ratings_count_category_T,text_reviews_count_category,text_reviews_count_category_T,log_total_reviews,total_reviews_category,total_reviews_category_T,language_code_T,language_code_ENgroup_T,num_pages_cat,max_pages_cat,num_pages_cat_T,max_pages_cat_T,average_rating_cat,average_rating_cat_T
7625,5143,1335,1947,127,5183,5203,4,2637,1931,1297,1341,23,0,0,1990,1314,620,3180,810,147,296,226,27,94,39,127,6,69,0,1,1,1,5,0,4,0,4,5,0,13,0,0,0,3,3,1,3
7624,5142,1336,1948,127,6831,6846,3,2973,252,1297,1341,23,1,11,1989,1314,1,2609,810,3,119,6,27,113,35,127,1,70,10,0,3,1,1,1,1,1,31,1,1,22,0,4,4,0,0,1,3
2924,211,1337,1431,143,1016,1039,4,965,1402,1298,1002,8,1,11,1480,995,296,647,524,88,253,114,27,89,45,143,1,58,10,0,3,1,4,5,3,4,5239,4,5,13,0,2,2,2,2,1,3
6425,3858,1338,2783,139,434,458,4,3225,837,1298,1846,9,1,25,2823,1787,370,4541,622,100,271,14,27,101,40,139,1,71,10,0,3,1,1,1,1,1,73,1,1,13,0,4,4,0,0,1,3
4394,1743,1339,3321,128,344,368,4,2914,828,1299,2267,9,0,0,3348,2186,315,403,299,124,631,75,31,87,41,128,9,70,5,2,2,1,0,4,2,2,3463,0,4,13,0,2,2,2,2,1,3
7319,4803,1340,2491,134,4254,4275,3,3030,1237,1300,1647,20,0,0,2531,1590,563,316,1051,105,751,120,26,92,42,134,0,71,4,3,0,1,3,3,1,1,1000,3,3,22,0,0,0,3,3,1,3
8455,6004,1341,4079,122,4014,4034,4,2490,2069,1302,2808,25,0,0,4101,2721,511,2360,806,121,687,117,23,87,40,122,11,68,11,0,3,1,0,4,2,2,4211,0,4,13,0,0,0,3,3,1,3
6388,3821,1342,2041,131,3753,3773,4,2856,1678,4916,1398,0,0,0,2084,1367,170,3657,164,90,148,85,30,99,39,131,6,70,0,1,1,1,3,3,2,2,2510,3,3,13,0,1,1,1,1,1,3
815,4554,1343,1916,75,5383,5401,4,69,2074,6781,1333,22,0,0,1965,1305,441,3239,1308,56,667,102,20,76,30,75,0,29,4,3,0,1,1,1,1,1,41,1,1,13,0,2,2,2,2,2,2
812,4539,1344,1923,106,7280,7294,4,233,201,1303,1333,25,1,11,1964,1305,598,4697,1308,77,757,127,29,88,35,106,3,42,2,3,0,1,1,1,1,1,78,1,1,13,0,0,0,3,3,1,3
2925,212,1345,3057,138,7015,7029,4,1452,769,1304,2065,23,1,20,3093,2000,869,1100,1385,100,1067,100,27,110,38,138,5,63,7,1,1,1,0,4,2,2,3755,0,4,13,0,0,0,3,3,1,3
3694,982,1346,1154,120,3658,3678,4,3231,225,9052,4050,14,1,11,1202,780,463,3160,773,111,571,117,27,87,39,120,2,71,9,0,3,1,3,3,1,1,2261,3,3,13,0,0,0,3,3,1,3
7326,4811,1347,4341,20,8156,8165,4,2862,2019,1305,2997,28,0,0,4360,2907,108,4491,302,58,609,36,10,88,12,20,6,70,0,1,1,1,2,2,1,1,670,2,2,13,0,1,1,1,1,2,2
4050,1356,1348,351,130,7716,7728,2,2506,1016,1306,4285,9,1,20,404,239,266,3836,996,51,259,100,22,102,38,130,11,68,11,0,3,1,1,1,4,0,54,1,1,15,0,2,2,2,2,1,3
10822,8577,1349,5125,145,2088,2108,4,1870,1796,1308,3553,9,0,0,5132,3460,268,4392,252,112,472,74,31,92,44,145,11,65,11,0,3,1,2,2,1,1,644,2,2,13,0,2,2,2,2,1,3
4844,2204,1350,5732,114,834,858,4,2211,1513,1307,3981,27,1,20,5733,3876,23,3899,20,100,982,169,27,86,38,114,7,67,8,1,1,1,2,2,1,1,534,2,2,13,0,3,3,4,4,1,3
8659,6203,1351,2869,117,6507,6523,4,3280,1014,1309,1922,20,0,0,2908,1861,440,624,784,105,642,104,29,82,40,117,4,72,3,3,0,1,0,4,2,2,3565,0,4,13,0,2,2,2,2,1,3
3480,774,1352,2536,144,7374,7388,4,2496,518,1310,1676,23,0,0,2577,1623,14,1577,1339,139,784,240,31,86,46,144,11,68,11,0,3,1,0,4,2,2,3948,0,4,13,0,3,3,4,4,1,3
9332,6958,1353,5626,100,691,715,4,483,837,1311,3917,9,0,0,5627,3810,713,1896,1235,107,271,27,28,101,31,100,6,51,0,1,1,1,2,2,1,1,227,2,2,13,0,1,1,1,1,1,3
5610,2985,1354,3365,148,5829,5845,4,1386,759,1312,2298,2,0,0,3392,2219,370,3879,1254,51,175,17,32,103,42,148,11,62,11,0,3,1,3,3,2,2,2622,3,3,13,0,4,4,0,0,1,3
8028,5566,1355,1656,102,5276,5296,4,3109,932,1313,1169,9,1,11,1702,1155,299,3468,723,74,867,53,27,101,31,102,7,71,8,1,1,1,3,3,2,2,2411,3,3,13,0,2,2,2,2,1,3
886,5115,1356,4175,118,1857,1878,4,320,457,1314,2882,23,1,11,4194,2795,263,2298,320,100,778,53,27,95,37,118,10,46,1,2,2,1,1,1,4,0,27,1,1,13,0,2,2,2,2,1,3
2557,10127,1357,2636,115,1781,1802,3,1492,1960,1315,1738,23,1,11,2676,1682,342,3339,543,100,413,103,27,85,38,115,8,63,6,2,2,1,1,1,1,1,43,1,1,22,0,2,2,2,2,1,3
2558,10128,1358,2914,86,7274,7288,4,2373,371,1315,2025,16,1,11,2952,1895,261,4003,313,100,153,121,27,89,30,86,4,68,3,3,0,1,1,1,1,1,58,1,1,13,0,2,2,2,2,1,3
10263,7972,1359,5511,165,4789,4810,4,639,186,1316,3817,8,0,0,5516,3718,108,95,4,128,79,89,37,118,43,165,9,54,5,2,2,1,1,1,1,1,104,2,2,13,0,1,1,1,1,1,3
2587,10157,1360,3823,112,2788,2807,3,3204,1373,1317,2624,4,0,0,3846,2540,888,5085,93,59,190,42,22,92,36,112,1,71,10,0,3,1,3,3,2,2,3191,3,3,22,0,1,1,1,1,1,3
3513,802,1361,5039,135,913,936,4,1015,1401,1318,3487,23,0,0,5046,3395,461,1505,892,100,628,110,27,90,42,135,7,59,8,1,1,1,2,2,1,1,192,2,2,13,0,2,2,2,2,1,3
10671,8410,1362,5891,107,8323,8331,4,2845,711,1319,4095,2,0,0,5895,3986,461,1927,788,110,345,151,27,88,36,107,5,70,7,1,1,1,1,1,4,0,23,1,1,13,0,2,2,2,2,1,3
6736,4176,1363,3481,87,653,677,4,2002,837,1320,2376,9,0,0,3511,2298,333,3506,217,148,271,124,24,101,27,87,7,66,8,1,1,1,2,2,1,1,456,2,2,13,0,2,2,2,2,1,3
3898,1193,1364,3207,138,6673,6689,4,2449,1907,1321,2177,8,0,0,3242,2107,669,1322,1177,107,852,128,27,82,45,138,8,68,6,2,2,1,0,4,2,2,3849,0,4,13,0,0,0,3,3,1,3
1644,9209,1365,3501,106,3131,3150,4,970,80,1322,2390,23,1,20,3527,2313,446,1690,875,98,637,106,23,88,35,106,3,58,2,3,0,1,2,2,1,1,208,2,2,13,0,2,2,2,2,1,3
5783,3191,1366,3934,76,9026,9029,4,1740,144,1323,2719,20,0,0,3954,2609,338,3836,528,100,399,104,27,12,54,76,3,64,2,3,0,1,1,1,4,0,54,1,1,13,0,2,2,2,2,2,2
4710,2069,1367,3945,132,4121,4141,4,1596,171,1324,2701,25,0,0,3965,2619,514,1175,1042,97,719,113,27,85,43,132,4,64,3,3,0,1,0,4,0,3,3790,0,4,13,0,0,0,3,3,1,3
458,1484,1368,1713,152,5501,5517,15,1085,1100,1325,1200,23,1,11,1756,1185,596,2673,596,170,903,103,32,119,39,152,4,60,3,3,0,12,1,1,1,1,32,1,1,16,10,0,0,3,3,1,3
1594,9158,1369,4243,136,3055,3074,4,1258,80,1326,2940,9,1,11,4261,2847,528,663,940,111,637,126,29,88,43,136,1,61,10,0,3,1,3,3,2,2,1124,3,3,13,0,0,0,3,3,1,3
7005,4460,1370,4845,114,5143,5163,4,1804,165,1327,3351,9,0,0,4856,3253,338,1291,643,90,605,82,27,91,37,114,7,65,8,1,1,1,2,2,1,1,175,2,2,13,0,2,2,2,2,1,3
8170,5719,1371,4437,102,6628,6644,4,2270,1907,1328,3057,9,0,0,4460,2960,428,4934,885,93,852,79,26,82,36,102,10,67,1,2,2,1,0,4,0,3,4849,0,4,13,0,2,2,2,2,1,3
3059,351,1372,1065,97,3964,3984,4,934,2069,1329,746,14,0,0,1117,728,528,4134,1203,80,687,121,21,87,33,97,8,58,6,2,2,1,3,3,2,2,2744,3,3,13,0,0,0,3,3,1,3
3939,1234,1373,4048,120,6649,6665,3,2934,1796,1329,2790,28,0,0,4075,2699,371,3416,942,77,472,102,25,92,38,120,10,70,1,2,2,1,3,3,2,2,2386,3,3,22,0,2,2,2,2,1,3
5293,2640,1374,5632,150,9672,9672,4,1752,1171,1330,3922,9,0,0,5634,3815,798,1350,1013,161,974,120,32,107,42,150,0,65,4,3,0,1,2,2,1,1,180,2,2,13,0,0,0,3,3,1,3
10147,7848,1375,2925,22,4581,4602,4,1107,2115,8955,1958,9,0,0,2964,1906,861,426,777,221,1027,111,9,96,11,22,7,60,8,1,1,1,1,1,4,0,12,1,1,13,0,0,0,3,3,2,2
1214,7918,1376,1248,94,6180,6197,4,2934,1740,1331,860,24,1,10,1295,857,399,4442,131,219,843,75,21,96,30,94,10,70,1,2,2,1,3,3,2,2,2886,3,3,13,0,2,2,2,2,1,3
9268,6874,1377,625,176,4463,4484,4,3481,551,1332,491,25,1,11,676,403,956,1603,203,51,203,47,35,95,51,176,2,76,9,0,3,1,5,0,4,0,2,5,0,13,0,1,1,1,1,1,3
5435,2775,1378,262,117,5591,5607,2,748,2019,1333,174,9,0,0,315,175,333,316,513,100,609,81,41,88,38,117,0,56,4,3,0,1,3,3,2,2,1000,3,3,15,0,2,2,2,2,1,3
6599,4029,1379,2922,99,5205,5225,3,2113,1144,1334,1954,23,0,0,2960,1903,357,1432,1094,62,701,79,23,91,33,99,2,66,9,0,3,1,3,3,1,1,1440,3,3,22,0,2,2,2,2,1,3
4633,1987,1380,1353,78,4622,4643,4,579,438,1335,947,23,0,0,1400,938,465,2203,906,100,735,100,27,50,38,78,5,53,7,1,1,1,1,1,4,0,26,1,1,13,0,0,0,3,3,1,3
1127,7195,1381,5163,123,5821,5837,4,976,2107,1336,3588,23,0,0,5173,3494,414,4056,198,189,406,126,24,96,38,123,3,58,2,3,0,1,2,2,1,1,569,2,2,13,0,2,2,2,2,1,3
9902,7585,1382,156,126,3971,3991,4,1058,2070,1337,93,10,0,0,213,93,221,3122,328,84,660,51,24,88,40,126,1,59,10,0,3,1,1,1,4,0,39,1,1,13,0,1,1,1,1,1,3
8665,6210,1383,2869,97,6515,6531,4,3181,1013,1338,1922,20,0,0,2908,1861,498,2794,784,120,524,133,24,77,36,97,11,71,11,0,3,1,0,4,0,3,4346,0,4,13,0,0,0,3,3,1,3
1656,9222,1384,5575,110,562,586,4,1241,860,1339,3874,10,0,0,5577,3770,408,3218,892,88,770,83,26,93,35,110,11,61,11,0,3,1,3,3,2,2,2288,3,3,13,0,2,2,2,2,1,3
1657,9223,1385,2550,48,2017,2037,4,2744,1790,1340,1685,20,0,0,2590,1635,315,2539,464,100,368,100,27,24,38,48,1,69,10,0,3,1,5,0,4,0,3,5,0,13,0,2,2,2,2,2,2
8052,5593,1386,5933,117,3407,3426,4,630,932,1344,4124,0,0,0,5933,4014,545,0,991,109,867,10,23,101,35,117,6,54,0,1,1,1,5,0,4,0,0,5,0,13,0,4,4,0,0,1,3
7077,4536,1387,5785,148,8979,8982,4,2681,940,1345,4023,14,0,0,5786,3915,408,5259,774,97,623,97,27,118,38,148,9,69,5,2,2,1,2,2,1,1,901,2,2,13,0,2,2,2,2,1,3
9027,6603,1388,69,88,3960,3980,3,1051,121,1346,44,8,0,0,126,43,399,3586,655,104,839,75,23,74,34,88,1,59,10,0,3,1,2,2,1,1,471,2,2,22,0,2,2,2,2,1,3
4136,1459,1389,4405,57,6587,6603,3,2058,239,1347,3035,25,0,0,4424,2943,330,3207,506,100,300,115,27,95,21,57,11,66,11,0,3,1,2,2,1,1,395,2,2,22,0,2,2,2,2,2,2
4133,1456,1390,4752,160,7555,7568,4,1047,1941,1348,3269,25,0,0,4764,3181,241,4469,262,100,218,100,27,132,38,160,11,59,11,0,3,1,3,3,2,2,2899,3,3,13,0,2,2,2,2,1,3
4135,1458,1391,3032,150,3552,3572,3,2200,225,1349,2042,20,0,0,3068,1981,441,1962,958,90,571,111,28,87,47,150,7,67,8,1,1,1,0,4,2,2,4080,0,4,22,0,2,2,2,2,1,3
841,4777,1392,5119,119,7932,7941,4,2338,423,1351,3549,8,1,11,5126,3454,352,3500,571,100,452,100,27,91,38,119,3,67,2,3,0,1,2,2,1,1,454,2,2,13,0,2,2,2,2,1,3
6124,3537,1393,174,130,8275,8284,4,3235,254,1352,105,25,0,0,229,106,602,473,1166,98,908,103,27,86,42,130,2,71,9,0,3,1,3,3,1,1,1059,3,3,13,0,0,0,3,3,1,3
5027,2389,1394,4637,163,7853,7863,3,946,954,1353,3190,2,1,11,4648,3101,396,3461,368,142,337,131,28,121,41,163,11,58,11,0,3,1,2,2,1,1,446,2,2,22,0,2,2,2,2,1,3
2870,157,1395,5492,103,9873,9874,6,2018,1063,1354,3812,14,1,11,5494,3712,472,1359,1027,90,744,100,22,75,38,103,8,66,6,2,2,3,4,5,0,3,5058,4,5,19,21,0,0,3,3,1,3
5640,3023,1396,3925,88,7797,7807,4,889,473,1355,3565,8,1,13,3945,2601,365,2027,607,100,806,71,29,83,32,88,2,57,9,0,3,1,1,1,4,0,24,1,1,13,0,2,2,2,2,1,3
5337,2683,1397,449,144,1122,1145,3,326,1537,1357,284,23,1,20,502,280,370,4940,95,22,72,23,27,100,42,144,1,46,10,0,3,1,2,2,1,1,803,2,2,22,0,4,4,0,0,1,3
2303,9852,1398,3460,146,684,708,4,1385,837,1358,3538,2,1,11,3487,2286,370,1836,104,22,271,14,30,101,42,146,11,62,11,0,3,1,3,3,1,1,1621,3,3,13,0,4,4,0,0,1,3
2301,9850,1399,3461,147,682,706,4,1704,837,1359,1484,2,1,20,3485,2286,860,4541,104,55,271,34,30,101,42,147,1,64,10,0,3,1,1,1,1,1,73,1,1,13,0,1,1,1,1,1,3
4679,2033,1400,936,137,7427,7441,4,2070,1949,1360,644,2,0,0,987,635,408,1978,501,124,295,143,29,100,40,137,11,66,11,0,3,1,3,3,1,1,1685,3,3,13,0,2,2,2,2,1,3
4682,2038,1401,936,137,9820,9821,6,312,782,1361,644,25,0,0,987,635,398,1,501,121,569,100,29,109,38,137,6,46,0,1,1,3,5,0,4,0,1,5,0,19,21,2,2,2,2,1,3
6337,3771,1402,1865,123,8074,8083,4,2512,2019,1362,1286,28,1,11,1907,1263,83,4532,388,48,609,34,29,88,40,123,1,68,10,0,3,1,0,4,0,3,4778,0,4,13,0,1,1,1,1,1,3
4032,1336,1403,627,124,6124,6141,4,2959,1736,1363,409,2,0,0,679,405,371,3358,840,83,732,80,25,90,39,124,11,70,11,0,3,1,0,4,0,3,4503,0,4,13,0,2,2,2,2,1,3
1316,8891,1404,1863,123,9997,9998,7,2256,1019,1365,1286,28,1,11,1904,1263,79,426,388,48,331,46,29,87,40,123,10,67,1,2,2,4,1,1,4,0,12,1,1,21,4,1,1,1,1,1,3
6491,3922,1405,951,111,6186,6203,3,3183,1692,1366,656,23,0,0,1001,646,432,995,518,129,585,107,28,74,41,111,11,71,11,0,3,1,0,4,2,2,3712,0,4,22,0,2,2,2,2,1,3
7279,4755,1406,321,90,8950,8953,4,2495,1815,1367,217,10,1,11,373,218,261,1679,365,93,152,122,22,70,36,90,11,68,11,0,3,1,2,2,1,1,207,2,2,13,0,2,2,2,2,1,3
146,5965,1407,1861,133,6816,6831,20,675,699,1368,1286,8,0,0,1910,1263,582,2241,388,207,904,100,31,105,38,133,0,55,4,3,0,17,2,2,1,1,264,2,2,14,14,0,0,3,3,1,3
7966,5499,1408,4887,107,7486,7499,3,1077,564,1369,3382,23,0,0,4897,3287,270,1034,343,100,327,91,27,92,35,107,0,60,4,3,0,1,2,2,1,1,156,2,2,22,0,2,2,2,2,1,3
10354,8063,1409,3704,129,816,840,4,3125,109,1370,2538,26,1,20,3724,2456,792,3805,1103,143,865,149,32,83,43,129,8,71,6,2,2,1,0,4,0,3,4607,0,4,13,0,0,0,3,3,1,3
7873,5406,1410,3468,143,3606,3626,4,3262,225,1371,2368,20,0,0,3497,2288,371,4727,960,75,571,93,32,87,45,143,0,72,4,3,0,1,0,4,0,3,4818,0,4,13,0,2,2,2,2,1,3
4495,1843,1411,127,42,10194,10195,20,3226,1946,1373,76,28,1,11,181,75,219,1,341,82,769,45,9,63,25,42,2,71,9,0,3,17,5,0,4,0,1,5,0,14,14,1,1,1,1,2,2
6021,3428,1412,365,81,9791,9792,4,3452,1324,9395,247,4,1,11,418,247,178,4290,139,100,52,124,27,70,33,81,6,75,0,1,1,1,2,2,1,1,620,2,2,13,0,1,1,1,1,1,3
821,4574,1413,8,139,3379,3398,4,641,2019,1374,4282,9,1,11,63,8,700,5172,1262,100,609,176,27,88,44,139,9,54,5,2,2,1,2,2,2,2,872,2,2,13,0,0,0,3,3,1,3
10047,7736,1414,1002,135,5633,5649,4,1649,2019,1375,698,23,0,0,1051,684,338,1403,876,74,609,82,26,88,43,135,7,64,8,1,1,1,0,4,2,2,3877,0,4,13,0,2,2,2,2,1,3
6362,3794,1415,6124,103,1995,2015,2,1999,1456,1376,4222,9,0,0,6128,4112,384,3234,463,122,604,94,29,78,37,103,7,66,8,1,1,1,3,3,2,2,2298,3,3,15,0,2,2,2,2,1,3
8812,6357,1416,1618,4,6155,6172,3,2975,2074,1377,1144,9,1,11,1665,1130,354,4085,720,88,667,81,5,76,5,4,1,70,10,0,3,1,3,3,2,2,2715,3,3,22,0,2,2,2,2,0,1
4642,1996,1417,4965,125,8331,8339,4,2876,1490,1378,3427,9,0,0,4975,3342,333,466,723,83,414,100,29,97,38,125,7,70,8,1,1,1,0,4,2,2,3490,0,4,13,0,2,2,2,2,1,3
7274,4748,1418,4987,127,7076,7090,4,957,989,1379,3449,14,0,0,4996,3361,298,95,426,100,530,78,27,70,46,127,1,58,10,0,3,1,1,1,1,1,104,2,2,13,0,2,2,2,2,1,3
5666,3059,1419,5362,125,1161,1184,2,2700,1396,1380,3743,23,0,0,5365,3649,877,49,1257,132,655,223,26,92,39,125,10,69,1,2,2,1,1,1,1,1,102,2,2,15,0,0,0,3,3,1,3
417,1241,1420,1460,139,9666,9666,4,3048,124,1381,1016,10,0,0,1507,1010,128,4576,80,100,63,100,27,111,38,139,0,71,4,3,0,1,1,1,1,1,74,1,1,13,0,1,1,1,1,1,3
191,8318,1421,4538,105,876,899,4,531,1401,1382,3115,2,0,0,4553,3024,236,644,648,62,628,56,26,90,35,105,6,52,0,1,1,1,0,4,2,2,3576,0,4,13,0,2,2,2,2,1,3
5933,3340,1422,1404,109,8516,8524,3,2425,550,1382,981,1,0,0,1451,979,166,4880,429,59,120,93,28,106,32,109,7,68,8,1,1,1,2,2,1,1,780,2,2,22,0,1,1,1,1,1,3
5404,2743,1423,4561,119,5083,5103,4,2822,625,1382,3115,20,1,25,4575,3042,146,1227,96,100,662,38,27,90,38,119,4,70,3,3,0,1,3,3,1,1,1355,3,3,13,0,1,1,1,1,1,3
6812,4266,1424,466,118,1108,1131,4,2545,1411,1509,292,23,1,11,518,286,78,5034,977,263,610,310,24,81,40,118,2,68,9,0,3,1,3,3,2,2,3165,3,3,13,0,3,3,4,4,1,3
7469,4957,1425,5663,117,7805,7815,4,1425,474,4992,3937,8,0,0,5665,3828,843,1874,1341,106,870,160,25,92,37,117,0,63,4,3,0,1,0,4,2,2,4044,0,4,13,0,0,0,3,3,1,3
4568,1921,1426,1268,124,4990,5011,3,2930,177,1383,882,14,1,11,1315,873,518,377,1010,101,574,132,27,85,41,124,9,70,5,2,2,1,3,3,2,2,1022,3,3,22,0,0,0,3,3,1,3
975,6148,1427,2417,97,202,226,4,2641,1580,1384,1609,8,1,11,2457,1557,469,1450,841,106,342,156,22,79,35,97,6,69,0,1,1,1,0,4,2,2,3895,0,4,13,0,0,0,3,3,1,3
3235,518,1428,236,143,2338,2357,4,1212,1363,1385,155,22,0,0,290,155,333,0,513,100,292,118,27,53,56,143,8,61,6,2,2,1,5,0,4,0,0,5,0,13,0,2,2,2,2,1,3
4698,2056,1429,2235,132,8412,8420,4,2802,522,1386,1512,6,0,0,2279,1466,217,782,1006,42,42,152,24,71,47,132,0,70,4,3,0,1,0,4,2,2,3637,0,4,13,0,1,1,1,1,1,3
5177,2524,1430,5347,104,3248,3267,4,57,2055,1387,3734,23,1,11,5350,3641,221,3306,354,81,170,100,25,76,38,104,3,26,2,3,0,1,2,2,1,1,412,2,2,13,0,1,1,1,1,1,3
7487,4978,1431,1983,148,821,845,4,1294,2019,1388,1359,23,0,0,2026,1331,203,758,101,123,609,50,32,88,46,148,4,62,3,3,0,1,0,4,2,2,3625,0,4,13,0,1,1,1,1,1,3
8123,5672,1432,5220,63,4287,4308,4,2975,1728,1389,3633,2,1,11,5226,3539,648,4249,1202,100,575,167,27,84,25,63,1,70,10,0,3,1,1,1,1,1,64,1,1,13,0,0,0,3,3,2,2
6241,3669,1433,6081,138,4620,4641,4,848,304,1390,4196,27,0,0,6081,4086,315,2486,464,100,630,75,27,86,44,138,6,57,0,1,1,1,2,2,1,1,293,2,2,13,0,2,2,2,2,1,3
2622,10190,1434,4786,147,4835,4856,4,689,177,1094,3307,9,0,0,4801,3212,403,5038,430,134,574,101,31,85,47,147,6,55,0,1,1,1,2,2,1,1,830,2,2,13,0,2,2,2,2,1,3
6666,4098,1435,3208,138,7494,7507,4,3226,2078,1392,2178,1,0,0,3243,2108,178,3000,139,100,114,100,27,110,38,138,2,71,9,0,3,1,3,3,1,1,2175,3,3,13,0,1,1,1,1,1,3
5450,2790,1436,5815,93,10118,10118,20,3050,1471,1393,4050,28,1,11,5814,3938,790,4748,1321,102,773,170,21,89,32,93,4,71,3,3,0,17,5,0,4,0,8,5,0,14,14,0,0,3,3,1,3
7021,4475,1437,5357,121,2494,2513,4,2163,171,1394,3737,2,0,0,5360,3644,371,2481,662,97,719,80,24,85,40,121,4,67,3,3,0,1,3,3,2,2,1916,3,3,13,0,2,2,2,2,1,3
3595,870,1438,3493,144,906,929,3,785,1401,1395,2382,23,0,0,3519,2305,333,1626,1261,46,628,79,30,90,45,144,9,56,5,2,2,1,3,3,2,2,1516,3,3,22,0,2,2,2,2,1,3
6876,4330,1439,2351,127,9202,9205,4,2498,1704,1396,1571,23,0,0,2393,1517,195,1652,506,61,132,100,26,99,38,127,11,68,11,0,3,1,2,2,1,1,205,2,2,13,0,1,1,1,1,1,3
9202,6803,1440,254,94,5197,5217,4,1873,1144,1397,167,9,0,0,308,168,209,2035,266,88,701,47,32,91,32,94,11,65,11,0,3,1,3,3,2,2,1717,3,3,13,0,1,1,1,1,1,3
1308,8883,1441,1380,150,6263,6280,4,2441,1486,1398,966,9,1,11,1427,962,347,3061,770,82,765,7,28,88,47,150,8,68,6,2,2,1,2,2,1,1,373,2,2,13,0,4,4,0,0,1,3
3349,640,1442,2594,96,7468,7482,2,83,391,9594,1714,28,1,20,2634,1663,910,2,1387,107,6,86,28,66,38,96,0,30,4,3,0,1,1,1,4,0,10,1,1,15,0,1,1,1,1,1,3
507,1751,1443,5970,15,7470,3,4,385,391,661,2052,23,0,0,5970,4022,860,3674,1374,100,6,78,27,66,14,15,3,48,2,3,0,1,5,0,4,0,5,5,0,13,0,1,1,1,1,2,2
10306,8016,1444,3947,76,6594,6610,4,2369,391,4344,2703,12,0,0,3967,2621,860,2539,1374,100,6,78,27,66,33,76,0,68,4,3,0,1,5,0,4,0,3,5,0,13,0,1,1,1,1,2,2
1150,7279,1445,3800,87,7466,7480,4,78,391,1930,2603,28,0,0,3822,2521,956,1927,1403,109,6,94,24,66,36,87,9,29,5,2,2,1,1,1,4,0,23,1,1,13,0,1,1,1,1,1,3
1340,8911,1446,3290,96,6610,6626,4,1821,391,1402,2234,12,1,20,3317,2159,956,5047,1430,100,6,94,27,66,38,96,8,65,6,2,2,1,1,1,1,1,91,1,1,13,0,1,1,1,1,1,3
5260,2610,1447,1385,158,7465,7479,4,406,391,7107,969,22,1,20,1432,966,713,4480,1277,100,6,62,27,66,55,158,9,49,5,2,2,1,1,1,4,0,71,1,1,13,0,1,1,1,1,1,3
1604,9169,1448,5144,116,7473,7486,2,866,391,258,3571,28,0,0,5151,3479,860,426,1374,100,6,78,27,66,44,116,10,57,1,2,2,1,1,1,4,0,12,1,1,15,0,1,1,1,1,1,3
674,3181,1449,2755,18,6614,6630,3,1923,391,1404,1820,19,1,11,2795,1764,860,3180,1374,100,6,78,27,66,15,18,3,65,2,3,0,1,5,0,4,0,4,5,0,22,0,1,1,1,1,2,2
10432,8148,1450,1892,76,7475,7488,4,77,391,8576,1306,28,0,0,1934,1284,860,1097,1358,105,6,78,33,66,33,76,7,29,8,1,1,1,1,1,4,0,16,1,1,13,0,1,1,1,1,2,2
8622,6167,1451,203,102,7469,7483,2,101,391,3906,1348,28,0,0,257,130,83,2122,45,100,6,117,27,66,40,102,2,33,9,0,3,1,1,1,4,0,25,1,1,15,0,1,1,1,1,1,3
432,1346,1452,746,95,6612,6628,3,1817,391,1407,501,25,0,0,796,489,110,4480,66,100,6,126,27,66,38,95,7,65,8,1,1,1,1,1,1,1,71,1,1,22,0,1,1,1,1,1,3
2432,9998,1453,120,85,6611,6627,3,1817,391,1408,73,25,0,0,175,70,58,2298,32,100,6,109,27,66,35,85,7,65,8,1,1,1,1,1,4,0,27,1,1,22,0,1,1,1,1,1,3
5365,2708,1454,2582,66,7463,7477,4,87,391,1205,1709,28,1,20,2622,1657,860,426,1374,100,6,78,20,66,30,66,5,30,7,1,1,1,5,0,4,0,12,1,1,13,0,1,1,1,1,2,2
1607,9172,1455,3420,71,7459,7473,4,68,391,472,3494,23,0,0,3446,2257,860,3180,1374,100,6,78,27,66,32,71,0,29,4,3,0,1,5,0,4,0,4,5,0,13,0,1,1,1,1,2,2
3516,804,1456,3980,66,7472,7485,4,1235,391,4727,2727,23,0,0,3999,2642,860,4088,1374,100,6,78,27,66,30,66,10,61,1,2,2,1,5,0,4,0,6,5,0,13,0,1,1,1,1,2,2
5209,2556,1457,1892,35,6597,6613,4,2554,391,1409,1306,23,0,0,1934,1284,789,426,1358,95,6,70,21,66,22,35,3,68,2,3,0,1,1,1,4,0,12,1,1,13,0,1,1,1,1,2,2
5593,2963,1458,744,101,7462,7476,4,128,391,950,499,22,1,20,794,487,630,2539,1184,100,6,55,27,66,40,101,7,36,8,1,1,1,5,0,4,0,3,5,0,13,0,1,1,1,1,1,3
7978,5512,1459,5820,99,2794,2813,3,3378,1555,1399,4053,28,0,0,5820,3942,296,4802,417,100,627,71,27,98,31,99,3,72,2,3,0,1,1,1,1,1,82,1,1,22,0,2,2,2,2,1,3
2160,9700,1460,2593,93,7476,7489,4,293,391,842,1833,23,1,11,2633,1663,789,2539,1387,88,6,70,27,66,38,93,9,45,5,2,2,1,5,0,4,0,3,5,0,13,0,1,1,1,1,1,3
1994,9549,1461,2591,98,6613,6629,4,1908,391,1400,1714,23,1,20,2631,1663,108,2540,1387,156,6,125,28,66,39,98,2,65,9,0,3,1,1,1,4,0,30,1,1,13,0,1,1,1,1,1,3
